Year|Code|Title|Instructor|School|Term|Period|Classroom|c_id
2025|POLX241L|International Politics [E] 01|KURIZAKI, Shuhei|Schl Political Sci/Econo|fall semester|['01:Mon.1', '02:Mon.2']|['01:3-405', '02:3-406']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400104701202511G400104711&pLng=en
2025|POLX211L|Political Communication [E] 01|KOBAYASHI, Tetsuro|Schl Political Sci/Econo|fall semester|['Thur.4']|['3-801']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400104801202511G400104811&pLng=en
2025|POLX251L|Local Government [E] 01|SATO, Manabu|Schl Political Sci/Econo|summer|['othersothers']|['undecided']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400105001202511G400105011&pLng=en
2025|ECNA231L|Public Finance [E] 01|KONISHI, Hideki|Schl Political Sci/Econo|fall semester|['Wed.1']|['3-502']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400105301202511G400105311&pLng=en
2025|ECNT231L|Game Theory II [E] 01|KVASOV, Dmitriy|Schl Political Sci/Econo|spring semester|['Tues.3']|['3-704']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400105501202511G400105511&pLng=en
2025|ECNT221L|Econometrics I [E] 01|AWAYA, Naoki|Schl Political Sci/Econo|fall semester|['Mon.4']|['3-704']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400105701202511G400105711&pLng=en
2025|ECNT231L|Game Theory I [E] 01|ASAKO, Yasushi|Schl Political Sci/Econo|fall semester|['Thur.2']|['3-909演習室']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400105801202511G400105811&pLng=en
2025|GENX301S|Advanced Seminar I [E] 01|KELLAM, Marisa|Schl Political Sci/Econo|spring semester|['Thur.3']|['3-708']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400105901202511G400105911&pLng=en
2025|GENX301S|Advanced Seminar I [E] 03|VESZTEG, Robert Ferenc|Schl Political Sci/Econo|spring semester|['Thur.3']|['3-706']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400105903202511G400105911&pLng=en
2025|GENX301S|Advanced Seminar I [E] 04|ASAKO, Yasushi|Schl Political Sci/Econo|spring semester|['Thur.3']|['3-805']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400105904202511G400105911&pLng=en
2025|GENX301S|Advanced Seminar I [E] 07|SHIMOKAWA, Satoru|Schl Political Sci/Econo|spring semester|['Thur.3']|['3-802']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400105907202511G400105911&pLng=en
2025|GENX301S|Advanced Seminar I [E] 08|JOU, Willy|Schl Political Sci/Econo|spring semester|['Thur.3']|['3-909演習室']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400105908202511G400105911&pLng=en
2025|GENX301S|Advanced Seminar I [E] 09|KAWAMURA, Kohei|Schl Political Sci/Econo|spring semester|['Thur.3']|['3-604']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400105909202511G400105911&pLng=en
2025|GENX301S|Advanced Seminar I [E] 10|KVASOV, Dmitriy|Schl Political Sci/Econo|spring semester|['Thur.3']|['3-607']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400105910202511G400105911&pLng=en
2025|GENX201S|Advanced Seminar I [E] 12|SEDDON, Jack|Schl Political Sci/Econo|spring semester|['Thur.3']|['3-710']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400105912202511G400105911&pLng=en
2025|GENX201S|Advanced Seminar I [E] 13|DEJARNETTE, Patrick|Schl Political Sci/Econo|spring semester|['Thur.3']|['3-608']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400105913202511G400105911&pLng=en
2025|GENX409T|Advanced Seminar I [E] 14|YAMAMOTO, Teppei|Schl Political Sci/Econo|spring semester|['Thur.3']|['3-908演習室']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400105914202511G400105911&pLng=en
2025|POLX241L|Transnational Relations [E] 01|TOMARU, Junko|Schl Political Sci/Econo|spring semester|['Fri.2']|['3-601']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400106001202511G400106011&pLng=en
2025|POLX201L|Comparative Politics of East Asia [E] 01|JOU, Willy|Schl Political Sci/Econo|fall semester|['Tues.3']|['3-406']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400106101202511G400106111&pLng=en
2025|PHLT241L|Japanese Political Thought A [E] 01|MIDDLETON, Benjamin Dugald／UMEMORI, Naoyuki|Schl Political Sci/Econo|spring semester|['Fri.2']|['3-406']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400106401202511G400106411&pLng=en
2025|PHLT241L|Japanese Political Thought B [E] 01|MIDDLETON, Benjamin Dugald／UMEMORI, Naoyuki|Schl Political Sci/Econo|fall semester|['Fri.2']|['3-701']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400106501202511G400106511&pLng=en
2025|GENX301S|Advanced Seminar II [E] 01|KELLAM, Marisa|Schl Political Sci/Econo|fall semester|['Thur.3']|['3-713']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400106801202511G400106811&pLng=en
2025|GENX301S|Advanced Seminar II [E] 03|VESZTEG, Robert Ferenc|Schl Political Sci/Econo|fall semester|['Thur.3']|['3-607']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400106803202511G400106811&pLng=en
2025|GENX301S|Advanced Seminar II [E] 04|ASAKO, Yasushi|Schl Political Sci/Econo|fall semester|['Thur.3']|['3-604']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400106804202511G400106811&pLng=en
2025|GENX301S|Advanced Seminar II [E] 07|SHIMOKAWA, Satoru|Schl Political Sci/Econo|fall semester|['Thur.3']|['3-711']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400106807202511G400106811&pLng=en
2025|GENX301S|Advanced Seminar II [E] 08|JOU, Willy|Schl Political Sci/Econo|fall semester|['Thur.3']|['3-916演習室']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400106808202511G400106811&pLng=en
2025|GENX301S|Advanced Seminar II [E] 09|KAWAMURA, Kohei|Schl Political Sci/Econo|fall semester|['Thur.3']|['3-908演習室']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400106809202511G400106811&pLng=en
2025|GENX301S|Advanced Seminar II [E] 10|KVASOV, Dmitriy|Schl Political Sci/Econo|fall semester|['Thur.3']|['3-915演習室']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400106810202511G400106811&pLng=en
2025|GENX301S|Advanced Seminar II [E] 12|SEDDON, Jack|Schl Political Sci/Econo|fall semester|['Thur.3']|['3-809']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400106812202511G400106811&pLng=en
2025|GENX301S|Advanced Seminar II [E] 13|DEJARNETTE, Patrick|Schl Political Sci/Econo|fall semester|['Thur.3']|['3-909演習室']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400106813202511G400106811&pLng=en
2025|GENX409T|Advanced Seminar II [E] 14|YAMAMOTO, Teppei|Schl Political Sci/Econo|fall semester|['Thur.3']|['3-1115演習室']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400106814202511G400106811&pLng=en
2025|ECNA341L|Labor Economics II [E] 01|MURAKAMI, Yukiko|Schl Political Sci/Econo|fall semester|['Fri.2']|['3-404']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400107401202511G400107411&pLng=en
2025|ECNT301L|Industrial Ecology [E] 01|KONDO, Yasushi|Schl Political Sci/Econo|fall semester|['Thur.2']|['3-703']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400107601202511G400107611&pLng=en
2025|ECNA281L|International Political Economy [E] 01|SEDDON, Jack|Schl Political Sci/Econo|fall semester|['Mon.3']|['3-801']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400108001202511G400108011&pLng=en
2025|POLX311L|Theories in Comparative Politics [E] 01|BENASAGLIO BERLUCCHI, Antonio|Schl Political Sci/Econo|fall semester|['Tues.2']|['3-710']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400108101202511G400108111&pLng=en
2025|POLX261L|Western Political History [E] 01|NAKAUCHI, Eizo|Schl Political Sci/Econo|fall semester|['Thur.3']|['3-305']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400108201202511G400108211&pLng=en
2025|ECNA361L|Environmental Economics [E] 01|ARIMURA, Toshihide|Schl Political Sci/Econo|spring semester|['Tues.2']|['3-401']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400108601202511G400108611&pLng=en
2025|ECNA251L|Industrial Organization [E] 01|TOYAMA, Yuta|Schl Political Sci/Econo|fall semester|['Fri.2']|['3-502']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400109501202511G400109511&pLng=en
2025|ECNA361L|Economics of Resources and Food [E] 01|SHIMOKAWA, Satoru|Schl Political Sci/Econo|spring semester|['Tues.3']|['3-404']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400109801202511G400109811&pLng=en
2025|POLX241L|International Organization [E] 01|NAKAMURA, Hidetoshi|Schl Political Sci/Econo|fall semester|['Tues.3']|['3-605']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400109901202511G400109911&pLng=en
2025|POLX241L|International Public Administration [E] 01|TAKEDA, Ken|Schl Political Sci/Econo|fall semester|['Fri.3']|['3-305']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400110001202511G400110011&pLng=en
2025|POLX331L|NPOs and NGOs [E] 01|NODA, Masato|Schl Political Sci/Econo|fall semester|['Fri.5']|['undecided']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400110101202511G400110111&pLng=en
2025|POLX231L|Comparative Politics [E] 01|JOU, Willy|Schl Political Sci/Econo|spring semester|['01:Mon.2', '02:Thur.2']|['01:3-304', '02:3-304']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400110901202511G400110911&pLng=en
2025|POLX341L|Global Governance Studies [E] 01|OBAYASHI, Kazuhiro|Schl Political Sci/Econo|fall semester|['Wed.2']|['undecided']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400111001202511G400111011&pLng=en
2025|GENX301S|Advanced Seminar III [E] 01|KELLAM, Marisa|Schl Political Sci/Econo|spring semester|['Thur.4']|['3-708']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400111101202511G400111111&pLng=en
2025|GENX301S|Advanced Seminar III [E] 03|VESZTEG, Robert Ferenc|Schl Political Sci/Econo|spring semester|['Thur.4']|['3-706']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400111103202511G400111111&pLng=en
2025|GENX301S|Advanced Seminar III [E] 07|SHIMOKAWA, Satoru|Schl Political Sci/Econo|spring semester|['Thur.4']|['3-802']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400111107202511G400111111&pLng=en
2025|GENX301S|Advanced Seminar III [E] 12|SEDDON, Jack|Schl Political Sci/Econo|spring semester|['Thur.4']|['3-711']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400111112202511G400111111&pLng=en
2025|GENX301S|Advanced Seminar III [E] 13|DEJARNETTE, Patrick|Schl Political Sci/Econo|spring semester|['Thur.4']|['3-608']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400111113202511G400111111&pLng=en
2025|GENX401S|Advanced Seminar IV [E] 01|KELLAM, Marisa|Schl Political Sci/Econo|fall semester|['Thur.4']|['3-713']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400111201202511G400111211&pLng=en
2025|GENX401S|Advanced Seminar IV [E] 03|VESZTEG, Robert Ferenc|Schl Political Sci/Econo|fall semester|['Thur.4']|['3-607']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400111203202511G400111211&pLng=en
2025|GENX401S|Advanced Seminar IV [E] 07|SHIMOKAWA, Satoru|Schl Political Sci/Econo|fall semester|['Thur.4']|['3-711']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400111207202511G400111211&pLng=en
2025|GENX401S|Advanced Seminar IV [E] 12|SEDDON, Jack|Schl Political Sci/Econo|fall semester|['Thur.4']|['3-809']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400111212202511G400111211&pLng=en
2025|GENX301S|Advanced Seminar IV [E] 13|DEJARNETTE, Patrick|Schl Political Sci/Econo|fall semester|['Thur.4']|['3-914演習室']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400111213202511G400111211&pLng=en
2025|ECNA331L|Social Security [E] 01|BESSHO, Shunichiro|Schl Political Sci/Econo|fall semester|['Tues.3']|['3-306']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400111301202511G400111311&pLng=en
2025|GENX409T|Thesis [E] 01|KELLAM, Marisa|Schl Political Sci/Econo|fall semester|['othersothers']|['undecided']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400111701202511G400111711&pLng=en
2025|GENX409T|Thesis [E] 03|VESZTEG, Robert Ferenc|Schl Political Sci/Econo|fall semester|['othersothers']|['undecided']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400111703202511G400111711&pLng=en
2025|GENX409T|Thesis [E] 07|SHIMOKAWA, Satoru|Schl Political Sci/Econo|fall semester|['othersothers']|['undecided']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400111707202511G400111711&pLng=en
2025|GENX409T|Thesis [E] 12|SEDDON, Jack|Schl Political Sci/Econo|fall semester|['othersothers']|['undecided']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400111712202511G400111711&pLng=en
2025|GENX301S|Thesis [E] 13|DEJARNETTE, Patrick|Schl Political Sci/Econo|fall semester|['othersothers']|['undecided']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400111713202511G400111711&pLng=en
2025|GENX409T|Thesis [E] 01|KELLAM, Marisa|Schl Political Sci/Econo|spring semester|['othersothers']|['undecided']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400111801202511G400111811&pLng=en
2025|GENX409T|Thesis [E] 03|VESZTEG, Robert Ferenc|Schl Political Sci/Econo|spring semester|['othersothers']|['undecided']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400111803202511G400111811&pLng=en
2025|GENX409T|Thesis [E] 07|SHIMOKAWA, Satoru|Schl Political Sci/Econo|spring semester|['othersothers']|['undecided']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400111807202511G400111811&pLng=en
2025|GENX409T|Thesis [E] 12|SEDDON, Jack|Schl Political Sci/Econo|spring semester|['othersothers']|['undecided']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400111812202511G400111811&pLng=en
2025|GENX301S|Thesis [E] 13|DEJARNETTE, Patrick|Schl Political Sci/Econo|spring semester|['othersothers']|['undecided']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400111813202511G400111811&pLng=en
2025|ECNA381L|Political Economics [E] 01|KONISHI, Hideki|Schl Political Sci/Econo|fall semester|['Thur.1']|['3-405']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400111901202511G400111911&pLng=en
2025|POLX211L|Public Choice [E] 01|ASAKO, Yasushi|Schl Political Sci/Econo|fall semester|['Tues.2']|['3-405']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400112601202511G400112611&pLng=en
2025|ECNA321L|Advanced Econometrics (Time Series Analysis) [E] 01|KATAYAMA, Munechika|Schl Political Sci/Econo|fall semester|['Thur.3']|['3-406']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400113001202511G400113011&pLng=en
2025|POLX351L|Comparative Public Policy [E] 01|MATSUDA, Noritada|Schl Political Sci/Econo|fall semester|['Tues.1']|['3-703']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400113201202511G400113211&pLng=en
2025|ECNT411L|Advanced Macroeconomics A [E] 01|UEDA, Kozo／OIKAWA, Koki|Schl Political Sci/Econo|winter quarter|['01:Tues.1', '02:Thur.1']|['undecided']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400113401202511G400113411&pLng=en
2025|ECNT411L|Advanced Microeconomics B [E] 01|ADACHI, Tsuyoshi|Schl Political Sci/Econo|summer quarter|['01:Mon.1', '02:Thur.1']|['01:3-306', '02:3-306']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400113501202511G400113511&pLng=en
2025|ECNT411L|Advanced Macroeconomics B [E] 01|KIKUCHI, Tomoo|Schl Political Sci/Econo|fall quarter|['01:Wed.3', '02:Wed.4']|['01:3-702', '02:3-702']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400113601202511G400113611&pLng=en
2025|MATX311L|Advanced Linear Algebra [E] 01|INOUE, Kiyoshi|Schl Political Sci/Econo|winter quarter|['othersOn demand']|['undecided']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400113701202511G400113711&pLng=en
2025|MATX331L|Advanced Calculus [E] 01|NOBE, Atsushi|Schl Political Sci/Econo|fall quarter|['01:Tues.3', '02:Fri.4']|['undecided']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400113801202511G400113811&pLng=en
2025|POLX331L|Political Institutions [E] 01|KELLAM, Marisa|Schl Political Sci/Econo|spring semester|['Tues.3']|['3-605']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400113901202511G400113911&pLng=en
2025|INFN101L|Introduction to C Programming [E] 01|SAITO, Daisuke|Schl Political Sci/Econo|fall semester|['Mon.3']|['undecided']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400114001202511G400114011&pLng=en
2025|INFN101L|Introduction to C Programming [E] 02|SIMO SERRA, Edgar|Schl Political Sci/Econo|fall semester|['Mon.4']|['undecided']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400114002202511G400114011&pLng=en
2025|INFN201L|C Programming [E] 02|SAITO, Daisuke|Schl Political Sci/Econo|spring semester|['Mon.3']|['undecided']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400114302202511G400114311&pLng=en
2025|INFN201L|C Programming [E] 03|WEN, Zheng|Schl Political Sci/Econo|spring semester|['Fri.3']|['undecided']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400114303202511G400114311&pLng=en
2025|POLX231L|Comparative Politics of Western Europe [E] 01|MITSCH, Frieder|Schl Political Sci/Econo|fall semester|['Tues.2']|['3-501']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400114601202511G400114611&pLng=en
2025|ECNT211L|Public Philosophy (Economic Perspectives) [E] 01|ADACHI, Tsuyoshi|Schl Political Sci/Econo|spring quarter|['01:Mon.1', '02:Thur.1']|['01:3-501', '02:3-502']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400114901202511G400114911&pLng=en
2025|MATX351L|Network Analysis [E] 01|YAMADA, Yuhei|Schl Political Sci/Econo|spring semester|['Thur.2']|['7-204']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400115001202511G400115011&pLng=en
2025|POLX211L|Comparative Political Economy [E] 01|SEDDON, Jack|Schl Political Sci/Econo|spring semester|['Mon.2']|['3-305']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400115101202511G400115111&pLng=en
2025|POLX251L|Public Policy [E] 01|OMORI, Sawa|Schl Political Sci/Econo|fall semester|['01:Tues.2', '02:Fri.3']|['01:3-305', '02:3-405']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400115201202511G400115211&pLng=en
2025|POLX221L|Contemporary Political Theory II [E] 01|OBA, Dai|Schl Political Sci/Econo|spring semester|['Fri.2']|['3-709']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400115401202511G400115411&pLng=en
2025|ECNA211L|International Economics [E] 01|CHESNOKOVA, Tatyana|Schl Political Sci/Econo|spring semester|['Wed.3']|['3-401']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400115601202511G400115611&pLng=en
2025|ECNT211L|Comparative Institutional Analysis [E] 01|SHIMIZU, Kazumi|Schl Political Sci/Econo|spring semester|['Tues.1']|['3-405']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400115701202511G400115711&pLng=en
2025|ECNT211L|History of Economic Thought I [E] 01|TAKAMI, Norikazu|Schl Political Sci/Econo|fall semester|['Wed.2']|['3-406']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400115801202511G400115811&pLng=en
2025|ECNT311L|History of Economic Thought II [E] 01|KOMINE, Atsushi|Schl Political Sci/Econo|spring semester|['Tues.2']|['3-704']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400115901202511G400115911&pLng=en
2025|ECNT331L|Advanced Game Theory [E] 01|KVASOV, Dmitriy|Schl Political Sci/Econo|summer quarter|['01:Wed.1', '02:Fri.1']|['undecided']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400116001202511G400116011&pLng=en
2025|STAX201L|Mathematical Statistics [E] 01|INOUE, Kiyoshi|Schl Political Sci/Econo|fall semester|['Fri.3']|['3-406']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400116101202511G400116111&pLng=en
2025|ECNH201L|Japanese Economic History (Intermediate) [E] 01|KAWASHIMA, Toshiki|Schl Political Sci/Econo|fall semester|['01:Tues.4', '02:Fri.4']|['01:3-602', '02:3-502']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400116301202511G400116311&pLng=en
2025|ECNT221L|Econometrics II [E] 01|AWAYA, Naoki|Schl Political Sci/Econo|spring semester|['Mon.3']|['3-704']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400116501202511G400116511&pLng=en
2025|ECNA231L|Public Economics [E] 01|PERVIN, Shahida|Schl Political Sci/Econo|spring semester|['Tues.1']|['3-704']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400117101202511G400117111&pLng=en
2025|ECNA241L|Labor Economics I [E] 01|DEJARNETTE, Patrick|Schl Political Sci/Econo|spring semester|['Thur.5']|['3-701']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400117201202511G400117211&pLng=en
2025|ECNA211L|Development Economics I [E] 01|INUI, Tomohiko|Schl Political Sci/Econo|fall semester|['Tues.2']|['3-301']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400117301202511G400117311&pLng=en
2025|ECNA311L|Development Economics II [E] 01|HANIF, Ammazia|Schl Political Sci/Econo|fall semester|['Fri.3']|['3-704']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400117401202511G400117411&pLng=en
2025|ECNT331L|Experimental Economics II [E] 01|VESZTEG, Robert Ferenc|Schl Political Sci/Econo|fall semester|['Fri.4']|['undecided']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400117701202511G400117711&pLng=en
2025|ECNH301L|Issues in Japanese Economic History A [E] 01|KAWASHIMA, Toshiki|Schl Political Sci/Econo|spring semester|['Tues.4']|['3-401']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400117801202511G400117811&pLng=en
2025|ECNH301L|Issues in Global Economic History B [E] 01|MOTONO, Eiichi|Schl Political Sci/Econo|fall semester|['Mon.2']|['3-702']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400118101202511G400118111&pLng=en
2025|POLX311L|Political Parties [E] 01|JOU, Willy|Schl Political Sci/Econo|fall semester|['Thur.2']|['undecided']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400118401202511G400118411&pLng=en
2025|POLX231L|Comparative Politics of New Democracies [E] 01|KELLAM, Marisa|Schl Political Sci/Econo|spring semester|['Tues.2']|['3-601']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400118501202511G400118511&pLng=en
2025|ECNT301L|Advanced Econometrics (Cross-Section and Panel Data Analysis) [E] 01|ARAI, Yoichi|Schl Political Sci/Econo|summer quarter|['01:Wed.1', '02:othersOn demand']|['undecided']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400118601202511G400118611&pLng=en
2025|STAX201L|Quantitative Analysis [E] 01|KUGAEVSKAIA, Elizaveta|Schl Political Sci/Econo|fall semester|['Tues.2']|['3-402']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400118701202511G400118711&pLng=en
2025|STAX201L|Survey Research [E] 01|ONO, Yoshikuni|Schl Political Sci/Econo|spring semester|['Tues.3']|['3-908演習室']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400118801202511G400118811&pLng=en
2025|POLX201L|Fundamentals of Political Science Research [E] 01|SEDDON, Jack|Schl Political Sci/Econo|spring semester|['Mon.3']|['3-304']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400119001202511G400119011&pLng=en
2025|ECNA301L|Population Economics [E] 01|YOSHIDA, Masahiro|Schl Political Sci/Econo|fall semester|['Fri.4']|['3-702']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400119101202511G400119111&pLng=en
2025|ECNA211L|Asian Economy [E] 01|TODO, Yasuyuki|Schl Political Sci/Econo|spring semester|['Thur.4']|['3-401']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400119201202511G400119211&pLng=en
2025|ECNT411L|Advanced Microeconomics A [E] 01|NAITO, Takumi|Schl Political Sci/Econo|fall quarter|['01:Mon.2', '02:Wed.1']|['01:3-605', '02:3-704']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400119301202511G400119311&pLng=en
2025|ECNT411L|Advanced Microeconomics A [E] 02|TANAKA, Hisatoshi|Schl Political Sci/Econo|spring quarter|['01:Mon.2', '02:Thur.2']|['01:3-306', '02:3-306']|https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=11G400119302202511G400119311&pLng=en
